Price,Close,High,Low,Open,Volume,Returns
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,
Date,,,,,,
2025-08-06,212.60304260253906,214.72658548105818,204.96627784328447,205.00616501036765,108483100,0.05090683748699587
2025-08-07,219.36245727539062,220.1799768073744,215.92292715514498,218.2159523061407,90224800,0.03179359330942533
2025-08-08,228.65419006347656,230.29917810781973,218.58482597462978,220.16003429974123,113854000,0.042357898901638213
2025-08-11,226.747802734375,229.12327986736793,224.3324083989562,227.48640043221798,61806100,-0.008337425736971271
2025-08-12,229.21310424804688,230.36092560837628,226.63802588155738,227.57622481823222,55626200,0.010872438382831362
2025-08-13,232.88612365722656,234.55294488479396,229.99163136972763,230.6304284784954,69878500,0.016024473911425474
2025-08-14,232.337158203125,234.67270293292236,230.41083714463488,233.6147219132583,51916300,-0.0023572269806403368
2025-08-15,231.1494140625,233.834298979768,228.9036945156081,233.5548328767578,56038700,-0.005112157477567991
2025-08-18,230.4507598876953,232.67651332576617,229.672244959047,231.25921652669462,37476200,-0.0030225219373292145
2025-08-19,230.1213836669922,232.42698672077375,228.9136940815642,230.84001516813981,39402600,-0.001429269406026834
2025-08-20,225.5800323486328,230.0315543310328,225.3404986724704,229.54248102593337,42263900,-0.019734590701623533
2025-08-21,224.47215270996094,226.08908123987146,223.35428822884654,225.83955683035407,30621200,-0.004911248691371939
2025-08-22,227.3267059326172,228.65417758009713,224.98118568943215,225.73973438952316,42477800,0.012716736522523586
2025-08-25,226.72784423828125,228.86377239669042,225.79960559269966,226.04912998143794,30983100,-0.002634365777127168
2025-08-26,228.87376403808594,229.0534295301293,224.26255788237486,226.43840339540802,54575100,0.009464738691509877
2025-08-27,230.05152893066406,230.46073738560713,227.82576024347395,228.17510050695543,31259500,0.005145914812595631
2025-08-28,232.11758422851562,232.9659733126178,228.90370861616245,230.3809040856524,38074700,0.008980837064874514
2025-08-29,231.69837951660156,232.9360260407387,230.92984008944924,232.0676707602769,39418400,-0.0018060015285242814
2025-09-02,229.28298950195312,230.4108447009183,226.53822101083426,228.81388239599917,44075600,-0.010424716908628007
2025-09-03,238.01634216308594,238.395624134605,233.9141603097862,236.75874463665696,66427800,0.03808984120498149
2025-09-04,239.32383728027344,239.44360411673358,236.28962732845326,237.99636566705198,47549400,0.005493299768011717
2025-09-05,239.2340087890625,240.86091270031892,238.03629475202086,239.54341659874092,54870400,-0.0003753428502223377
2025-09-08,237.42745971679688,239.69313028194867,235.89038089866295,238.84475646782593,48999500,-0.007551389041256629
2025-09-09,233.9041748046875,238.3257397896772,232.9160527142261,236.54912730927947,66313900,-0.014839416284502027
2025-09-10,226.35855102539062,231.97784546194652,225.52015268533836,231.7482872752143,83440800,-0.03225946602106422
2025-09-11,229.59239196777344,230.01159113632517,226.21881717306923,226.44839058875493,50208600,0.014286365271970913
2025-09-12,233.6247100830078,234.06386022938602,228.58431421011397,228.78393068206054,55824200,0.017562943095258854
2025-09-15,236.24969482421875,237.7368657054393,234.58287368836292,236.54912714503797,42699500,0.01123590368620797
2025-09-16,237.6969451904297,240.76111223381088,235.87043992435724,236.72878926810645,63421100,0.006125935389198034
2025-09-17,238.5353546142578,239.6432435766681,237.27774187166392,238.5153883976145,46508000,0.003527220020250743
2025-09-18,237.42745971679688,240.74113579799257,236.199788714976,239.5134800259323,44249600,-0.004644573125239804
2025-09-19,245.032958984375,245.83144010441063,239.7530294205925,240.77107799962133,163741300,0.03203293872010393
2025-09-22,255.5928192138672,256.15178189089505,247.64797087114997,247.82763635806887,105517400,0.04309567281585802
2025-09-23,253.9459686279297,256.8504363399061,253.0975947938589,255.39322235208516,60275200,-0.006443258425658294
2025-09-24,251.8300018310547,255.2534845023776,250.56241362070242,254.73446948849343,42303700,-0.008332350414175016
2025-09-25,256.3813171386719,256.6807646844572,251.2311452680336,252.72829161839874,55202100,0.018072966979806315
2025-09-26,254.97401428222656,257.10994249251326,253.2972024297037,253.61660096533106,46076300,-0.005489100657377954
2025-09-29,253.9459686279297,254.5148915782133,252.52867184357527,254.0757261912774,40127700,-0.004031962461707783
2025-09-30,254.14559936523438,255.4331385813304,252.6284867333586,254.37515755125318,37704300,0.0007861150085717306
2025-10-01,254.9640350341797,258.29769267334166,254.44502000530687,254.55481135314994,48713900,0.0032203416899190263
2025-10-02,256.6408386230469,257.68882891050583,253.66649683440303,256.09186667190835,42630200,0.00657662791005964
2025-10-03,257.5291442871094,258.7468246365968,253.46689477740222,254.18552630266564,49155600,0.003461279462880995
2025-10-06,256.20166015625,258.57713717661323,254.56478079871025,257.49917477533796,44664100,-0.005154694760991507
2025-10-07,255.99209594726562,256.9103287268919,254.94407514023973,256.32145476920215,31955800,-0.0008179658510275578
2025-10-08,257.569091796875,258.0282082133661,255.62278908467795,256.03201279963565,36496900,0.0061603302390016434
2025-10-09,253.55670166015625,257.50917476461467,252.65841993311406,257.3195337882977,38322000,-0.01557791778791151
2025-10-10,244.80340576171875,255.8922708493858,243.53581752909898,254.45500785015722,61999100,-0.034522045132806656
2025-10-13,247.18885803222656,249.2149949644775,245.09284695690994,248.90558714178317,38142900,0.009744359001401026
2025-10-14,247.29864501953125,248.37659224814226,244.23447809703134,246.13087266264282,35478000,0.0004441421356069508
2025-10-15,248.86566162109375,251.3409547309234,246.99922390992754,249.01538540478128,33893600,0.006336535331355142
2025-10-16,246.97926330566406,248.56623493239263,244.66368465033412,247.77774448085987,39777000,-0.0075799863393841704
2025-10-17,251.81002807617188,252.89796599708643,246.79958926324147,247.5481624372989,49147000,0.01955939420116093
2025-10-20,261.7411193847656,263.87706298772724,255.14370850365398,255.4032084113237,90483000,0.0394388237214669
2025-10-21,262.27008056640625,264.7853058703715,261.3318664386604,261.3817895915523,46695900,0.002020932679144938
2025-10-22,257.9583435058594,262.349966966352,254.94406918261987,262.15033525743416,45015300,-0.016440064574789193
2025-10-23,259.0861511230469,260.12418111371363,257.51916110368444,259.4454820834593,32754900,0.004372053262009956
2025-10-24,262.3200378417969,263.62754335723145,258.68694768993146,260.69313376057823,38253700,0.012481897255921526
2025-10-27,268.2986145019531,268.60802232244004,264.1465248140549,264.37609822840903,44888200,0.022791155068992097
2025-10-28,268.4882507324219,269.3765722048576,267.63986169210665,268.4782600095115,41534800,0.0007068103233436318
2025-10-29,269.1869201660156,270.8936584399069,266.6018207191691,268.76770579477784,51086700,0.0026022346664624774
2025-10-30,270.8836669921875,273.6184749716116,267.969239224885,271.4725408872279,69886500,0.006303229091240592
2025-10-31,269.85565185546875,276.79244258078194,268.647962249571,276.4630533049319,86167100,-0.003795042898427692
2025-11-03,268.53814697265625,270.33474092754267,265.74348587775046,269.90556627002525,50194600,-0.004882257880291285
2025-11-04,269.5262756347656,270.9734988318123,267.11086611942017,267.8195068636227,49274800,0.003679658451690937
2025-11-05,269.6260986328125,271.18312844251227,266.4221834255846,268.0989800730272,43683100,0.0003703646251622672
2025-11-06,269.25677490234375,272.8798740142925,267.38037702601645,267.38037702601645,51204000,-0.0013697625428008564
2025-11-07,267.9592590332031,271.7719991063764,266.26248096015127,269.28671541495146,48227400,-0.0048188791892468386
2025-11-10,269.1781311035156,273.4741297822401,267.20997142836535,268.7085692371889,41312400,0.004548721603090611
2025-11-11,274.99267578125,275.65206242273547,269.5477586519058,269.55775905965567,46208300,0.02160110352909128
2025-11-12,273.21435546875,275.4722525277038,271.4460210796085,274.74292397164845,48398000,-0.0064667915516215535
2025-11-13,272.6948547363281,276.4413491841305,271.83564282199285,273.85374352181776,49602800,-0.0019014401037990014
2025-11-14,272.15533447265625,275.70200347225597,269.3479639093673,270.7965900477885,47431300,-0.00197847614027602
2025-11-17,267.2099609375,270.2371271729127,265.48159771217263,268.5687054184609,45018300,-0.01817114312581336
2025-11-18,267.19000244140625,270.4569347049811,265.0719890725528,269.7376065335732,45677300,-7.469218596389826e-05
2025-11-19,268.3089294433594,271.9555110777923,265.2517925781922,265.2817633125939,40424500,0.004187757744410714
2025-11-20,266.0010986328125,275.17250947675234,265.67142054546326,270.5768036466949,45823600,-0.00860139398019577
2025-11-21,271.2361755371094,273.0744516711978,265.4216397990326,265.70137680880595,59030800,0.01968065895668869
2025-11-24,275.6620788574219,276.7410558404627,270.64675212306133,270.64675212306133,65585800,0.016317525903571717
2025-11-25,276.7110900878906,280.1179060838009,274.9926967216935,275.012667049666,46914200,0.0038054245067611348
2025-11-26,277.29052734375,279.26868736786383,276.3714044558947,276.70108254872224,33431400,0.002094015298321983
2025-11-28,278.5893249511719,278.73917862681736,275.73198274965245,277.0008150112318,20135600,0.0046838874009274
2025-12-01,282.8353576660156,283.1550658399818,275.88187257202503,277.75011957449965,46587700,0.01524118957389331
2025-12-02,285.9224548339844,287.1313151163589,282.36578537497866,282.7354345985028,53669500,0.010914820528252767
2025-12-03,283.8843688964844,288.35019153510143,283.0351573834178,285.9324708384744,43538700,-0.007128107299873898
2025-12-04,280.4375915527344,284.46382276925783,278.32954829392816,283.83440686502166,43989100,-0.012141483369261685
2025-12-05,278.5193786621094,280.8771882481053,277.79005013345267,280.27774306596746,47265800,-0.006840070477014848
2025-12-08,277.6302185058594,279.4085531850005,275.8918244790692,277.86998437615557,38211800,-0.0031924534677664207
2025-12-09,276.9208679199219,279.7682096639769,276.6611317163261,277.8999627322321,32193300,-0.0025550193698475887
2025-12-10,278.5193786621094,279.48847306800184,276.1815698919154,277.490342786908,33038300,0.005772445948890148
2025-12-11,277.77008056640625,279.3286197507982,273.5540244422053,278.83908758708685,33248000,-0.0026902907054526803
2025-12-12,278.0198669433594,278.9589906850317,276.5612402656973,277.64021728323,39532900,0.0008992558753764257
2025-12-15,273.8537292480469,279.8880911943856,272.5849275039148,279.8880911943856,50409100,-0.014985035929685031
2025-12-16,274.353271484375,275.2424541197232,271.53593087885605,272.5649667835892,37648600,0.0018241206270945831
2025-12-17,271.58587646484375,275.90184538512057,271.38608172110213,274.75292651919426,50138700,-0.010086976563313366
2025-12-18,271.935546875,273.374203136776,266.7004552212896,273.35420232069225,51630700,0.0012875132341483297
2025-12-19,273.4141845703125,274.34330788170604,269.64768928264715,271.8955859651445,144632000,0.005437456457254575
2025-12-22,270.7166748046875,273.62395794129594,270.25711338978425,272.6048920133635,36571800,-0.0098660198257976
2025-12-23,272.1053771972656,272.2452609569047,269.30800689497966,270.5868091030317,29642000,0.005129726100470355
2025-12-24,273.55401611328125,275.17249671786806,271.9455359163183,272.085389177814,17910600,0.0053238158353827725
2025-12-26,273.1444091796875,275.1125687682936,272.6049054553,273.9037084592662,21521800,-0.0014973530252399003
2025-12-29,273.50408935546875,274.10350406329195,272.0954038139857,272.4350823114352,23715200,0.0013168132449112857
2025-12-30,272.82470703125,273.82377221524894,272.02546707967076,272.5549704076282,22139600,-0.002483993295382736
2025-12-31,271.6058349609375,273.42414083736213,271.49595243002375,272.80472532736104,27293600,-0.004467601499789753
2026-01-02,270.75665283203125,277.58025431004916,268.7485221479618,272.0054842546519,37838100,-0.003126523879828924
2026-01-05,267.0101623535156,271.25618925068443,265.89121426121545,270.38700744645297,45647200,-0.013837113287258118
2026-01-06,262.1147155761719,267.2998660934885,261.8749496989937,266.7503924619391,52352100,-0.018334308830022295
2026-01-07,260.08660888671875,263.4334831315393,259.56710600115036,262.95395138764474,48309800,-0.00773747740562758
2026-01-08,258.7978515625,259.0476178563403,255.46096229095477,256.7797203952787,50419300,-0.004955108337700187
2026-01-09,259.1275329589844,259.9667440583015,255.98048371428257,258.8377955175017,39997000,0.0012738954148727721
2026-01-12,260.0067138671875,261.05572011368304,256.5599267903311,258.9177364764393,45263800,0.0033928502238405045
2026-01-13,260.8059387207031,261.56523797230057,258.148452318208,258.4781303943212,45730800,0.0030738623692765366
2026-01-14,259.71697998046875,261.57525710051715,256.4700180914029,259.247418118488,40019400,-0.0041753602144793955
2026-01-15,257.9685974121094,260.7959687899761,256.8096782083212,260.40631875644857,39388600,-0.00673187624656213
2026-01-16,255.29112243652344,258.6579671912775,254.69167723491495,257.6589020182799,72142800,-0.010379073276537754
2026-01-20,246.46937561035156,254.55180921698133,243.19244305608962,252.49373739571587,80267500,-0.03455563492367564
2026-01-21,247.41848754882812,251.3248360900433,244.9507953165175,248.46750904444812,54641700,0.003850831106810837
2026-01-22,248.1178436279297,250.76536025794266,247.9180183962477,248.96703988447874,39708300,0.0028266120532465244
2026-01-23,247.80812072753906,249.17685039145397,244.45126111041233,247.08880782235642,41689000,-0.001248289505752287
2026-01-26,255.17123413085938,256.32015295784896,249.5664780183616,251.24490015634893,55969200,0.029712962519965025
2026-01-27,258.0285339355469,261.70511669708895,257.96859246831417,258.92771692213245,49648300,0.011197578028024013
2026-01-28,256.2002868652344,258.61800761819165,254.27208306792676,257.409147241713,41288000,-0.007085445328186779
2026-01-29,258.0385437011719,259.4072580677027,254.17216647920577,257.75880668092503,67253000,0.007175077196164281
2026-01-30,259.2374267578125,261.6551472598355,251.94423313215475,254.93144331105526,92443400,0.0046461394466286166
2026-02-02,269.7575988769531,270.2371306501278,258.9676766447768,259.7869174093499,73913400,0.04058122413384724
2026-02-03,269.22808837890625,271.6258386480508,267.3598109321867,268.9483513556569,64394700,-0.0019629122599374993
2026-02-04,276.23150634765625,278.68922850453845,272.03545112075,272.03545112075,90545700,0.026012954335186356
2026-02-05,275.6520690917969,279.2387093202658,272.97458180817284,277.86999494352693,52977400,-0.0020976508564164442
2026-02-06,277.8599853515625,280.6473855638201,276.67109542368036,276.8609202349588,50453400,0.008009793893585249
2026-02-09,274.6199951171875,278.20001220703125,271.70001220703125,277.9100036621094,44623400,-0.01166051394653178
2026-02-10,273.67999267578125,275.3699951171875,272.94000244140625,274.8900146484375,34376900,-0.003422920610733904
2026-02-11,275.5,280.17999267578125,274.45001220703125,274.70001220703125,51931300,0.0066501292492171515
2026-02-12,261.7300109863281,275.7200012207031,260.17999267578125,275.5899963378906,81077200,-0.049981811301894274
2026-02-13,255.77999877929688,262.2300109863281,255.4499969482422,262.010009765625,56290700,-0.022733396848946263
2026-02-17,263.8800048828125,266.2900085449219,255.5399932861328,258.04998779296875,58469100,0.031667863563111576
2026-02-18,264.3500061035156,266.82000732421875,262.45001220703125,263.6000061035156,34203300,0.0017811172199722058
2026-02-19,260.5799865722656,264.4800109863281,260.04998779296875,262.6000061035156,30845300,-0.014261469431454121
2026-02-20,264.5799865722656,264.75,258.1600036621094,258.9700012207031,42070500,0.015350373037534393
2026-02-23,266.17999267578125,269.42999267578125,263.3800048828125,263.489990234375,37308200,0.006047343656806037
2026-02-24,272.1400146484375,274.8900146484375,267.7099914550781,267.8599853515625,47014600,0.022390946489790453
2026-02-25,274.2300109863281,274.94000244140625,271.04998779296875,271.7799987792969,33714300,0.007679856784716499
2026-02-26,272.95001220703125,276.1099853515625,270.79998779296875,274.95001220703125,32345100,-0.004667610137537803
2026-02-27,264.17999267578125,272.80999755859375,262.8900146484375,272.80999755859375,72366500,-0.03213049693728531
2026-03-02,264.7200012207031,266.5299987792969,260.20001220703125,262.4100036621094,41827900,0.002044093269336189
2026-03-03,263.75,265.55999755859375,260.1300048828125,263.4800109863281,38568900,-0.0036642536122324376
2026-03-04,262.5199890136719,266.1499938964844,261.4200134277344,264.6499938964844,39803100,-0.004663548763329417
2026-03-05,260.2900085449219,261.55999755859375,257.25,260.7900085449219,49658600,-0.00849451684471103
2026-03-06,257.4599914550781,258.7699890136719,254.3699951171875,258.6300048828125,41120000,-0.010872553678353492
2026-03-09,259.8800048828125,261.1499938964844,253.67999267578125,255.69000244140625,38218500,0.009399570838394267
2026-03-10,260.8299865722656,262.4800109863281,256.95001220703125,257.6499938964844,30590800,0.0036554627966916
2026-03-11,260.80999755859375,262.1300048828125,259.54998779296875,261.0899963378906,26218900,-7.663617950748325e-05
2026-03-12,255.75999450683594,258.95001220703125,254.17999267578125,258.6600036621094,40794000,-0.019362766377938656
2026-03-13,250.1199951171875,256.3299865722656,249.52000427246094,255.47999572753906,36930000,-0.022051921765652405
2026-03-16,252.82000732421875,253.88999938964844,249.8800048828125,252.11000061035156,32074200,0.01079486750256109
2026-03-17,254.22999572753906,255.1300048828125,252.17999267578125,252.9600067138672,32361600,0.005577044389181385
2026-03-18,249.94000244140625,254.94000244140625,249.0,252.6300048828125,35757900,-0.016874457610149385
2026-03-19,248.9600067138672,251.8300018310547,247.3000030517578,249.39999389648438,34864100,-0.0039209238936004365
2026-03-20,247.99000549316406,249.1999969482422,246.0,247.97999572753906,88331100,-0.003896213024359163
2026-03-23,251.49000549316406,254.60000610351562,250.27999877929688,253.97000122070312,40546100,0.01411347200480817
2026-03-24,251.63999938964844,254.8300018310547,249.5500030517578,250.35000610351562,45152300,0.0005964209042432778
2026-03-25,252.6199951171875,255.0,251.60000610351562,254.10000610351562,28436700,0.00389443542328749
2026-03-26,256.2900085449219,257.0,250.77499389648438,251.9949951171875,11801096,0.014527802623192532
